Estimated Unloading Time: 38
Average Plane Comfort: 14.435371239182011
Passenger Data
A30,1,Mary,Davis,female,36,NULL,-20.40666826113916,true
B30,4,Benjamin,Washington,male,98,medium,-2.490233404848869,true
C30,7,Emily,Alexander,male,59,small,7.987269851861491,true
D30,7,Michael,Morgan,male,27,small,-14.425449006923134,false
E30,4,Lily,Ward,female,49,NULL,-2.722901030484259,true
F30,1,Brielle,Gray,female,55,medium,-50.14448641185237,true
A31,1,Ava,Parker,female,12,large,-9.156288924161583,true
B31,4,Leo,Young,male,11,medium,-43.61905542692374,false
C31,7,Ursula,Morris,male,45,large,44.06362348801679,true
D31,7,Michael,Jones,male,79,large,174.88121406152496,false
E31,4,Savannah,Robinson,female,93,NULL,3.4242009843431482,true
F31,1,Grace,Torres,male,33,NULL,-60.95826523414606,true
A32,1,Madelyn,Rodriguez,female,64,large,62.357407222691336,false
B32,4,Yara,Smith,male,73,small,20.276577203198087,true
C32,7,Isabel,Morris,male,45,medium,24.1557439614246,true
D32,7,Yannick,Ramirez,male,30,large,-3.7454273103850824,false
E32,4,Yasmine,Washington,male,83,large,-62.777376386984116,false
F32,1,Finn,Martinez,male,1,NULL,-8.222804083157698,true
A34,1,Adam,Jackson,male,83,large,91.42504825685765,false
B34,4,Xavier,Torres,male,50,NULL,-21.517458058839928,true
C34,7,Amelia,Robinson,female,6,small,-54.703018941719534,true
D34,7,Hailey,Gonzalez,female,41,small,-56.74914143977297,true
E34,4,Jasmine,Robinson,male,90,small,-66.13142563222664,true
F34,1,Vincent,Stewart,male,19,small,5.895544842190303,true
A35,1,Layla,Cox,female,2,medium,17.49741513781217,true
B35,4,Ariana,Williams,female,56,small,39.05094519306361,true
C35,7,Kaylee,James,female,28,large,39.850553243645614,false
D35,7,Juliette,Ross,female,46,small,23.954352090400768,true
E35,4,Molly,Howard,female,63,medium,104.52323451641854,true
F35,1,Brielle,Sanchez,female,36,small,15.979526559215795,true
A36,1,Bob,Sanders,male,44,large,-14.889268725321,false
B36,4,Emma,Jackson,male,96,NULL,33.30760845887937,true
C36,7,Audrey,Jenkins,female,76,large,-0.16780506824110297,true
D36,7,Emily,Mitchell,male,40,large,51.598092392986516,true
E36,4,Paige,Watson,female,39,NULL,-92.08058520254858,true
F36,1,Mia,Moore,male,59,medium,34.26621061164578,true
A37,1,Riley,Perez,female,33,small,-65.2226189826723,true
B37,4,Zane,Lee,male,4,medium,46.82715237354041,true
C37,7,Bella,Mitchell,female,49,medium,6.1867885795828315,true
D37,7,Kai,Moore,male,65,small,-17.459032418381902,true
E37,4,Camila,Hill,female,63,medium,60.26691124577933,false
F37,1,Camila,Butler,female,34,large,28.650930994370416,true
A38,1,Lydia,Ross,female,97,medium,38.82348014898122,true
B38,4,Milo,Torres,male,54,medium,-67.00848348033448,true
C38,7,Ariana,Richardson,female,99,large,10.811365855863773,true
D38,7,Sadie,Moore,female,58,NULL,1.4327670806863217,true
E38,4,Yara,Henderson,male,17,large,32.978175515740546,true
F38,1,Kevin,Perez,male,16,large,16.519975943314883,true
