Estimated Unloading Time: 26.75
Average Plane Comfort: 22.13553494960014
A21,2,Uma,Rivera,male,74,small,-0.7637225134599319,false
B21,5,Toby,Lopez,male,77,large,43.77169702451771,false
C21,8,Yannick,Gonzalez,male,88,large,65.32495032480409,false
D21,8,Thomas,Jenkins,male,90,small,-8.679514981637706,false
E21,5,Nina,Jones,male,97,small,48.43651149193874,false
F21,2,Kyle,Simmons,male,99,medium,-18.18767398109971,false
A22,2,Ursula,Hill,male,64,large,130.81808021587463,true
B22,5,Holly,Thomas,male,33,NULL,139.32095114901878,true
C22,8,Jessica,Sanchez,male,46,NULL,89.26266068321188,true
D22,8,Rose,Carter,female,3,medium,118.65428630327054,false
E22,5,Adam,Jackson,male,83,large,107.26902208586657,false
F22,2,Michael,Jones,male,79,large,144.91928895794507,false
A23,2,Willow,Gray,female,39,medium,168.85518596536537,false
B23,5,Madelyn,Powell,female,40,large,171.80559321167436,false
C23,8,Nora,Hayes,female,33,large,137.6876232878287,false
D23,8,Molly,Howard,female,63,medium,120.72006690554568,true
E23,5,Ava,Robinson,male,29,large,113.17607364083298,true
F23,2,Jade,Barnes,female,1,NULL,-21.79200822872025,true
A24,2,Layla,Cox,female,2,medium,-3.5022694342560574,true
B24,5,Skye,Hill,female,4,small,21.68188021011569,true
C24,8,Amelia,Robinson,female,6,small,-51.306544728709056,true
D24,8,Addison,Wright,female,7,NULL,22.855730119501164,true
E24,5,Ava,Parker,female,12,large,-23.753884569289458,true
F24,2,Nova,Bryant,female,12,NULL,-44.6638881693932,true
A25,2,Paige,Henderson,female,13,large,5.690779525595094,false
B25,5,Kaylee,James,female,28,large,34.512694040214136,false
C25,8,Alexis,Lee,female,30,medium,-20.19905990959893,false
D25,8,Alexis,Phillips,female,33,NULL,48.6779491563519,true
E25,5,Riley,Perez,female,33,small,-38.336835806527596,true
F25,2,Camila,Butler,female,34,large,71.86904091372408,true
A26,2,Mary,Davis,female,36,NULL,35.58609374196746,true
B26,5,Brielle,Sanchez,female,36,small,-4.624372590240274,true
C26,8,Lydia,Hill,female,38,medium,29.31951430412807,true
D26,8,Paige,Watson,female,39,NULL,-36.80088797420508,true
E26,5,Hailey,Gonzalez,female,41,small,-41.3788028642252,true
F26,2,Brielle,Powell,female,42,large,45.55326230661718,true
A27,2,Juliette,Ross,female,46,small,-39.433160030161105,true
B27,5,Lily,Ward,female,49,NULL,-8.455925932285577,true
C27,8,Aria,Garcia,female,53,large,29.046796521101154,true
D27,8,Brielle,Gray,female,55,medium,-10.933680888324858,true
E27,5,Ariana,Williams,female,56,small,1.6142193363137238,true
F27,2,Ella,Jackson,female,62,medium,49.53944087231514,true
A28,2,Camila,Hill,female,63,medium,81.05805431897245,false
B28,5,Madelyn,Rodriguez,female,64,large,32.8635304149094,false
C28,8,Riley,Patterson,female,68,medium,26.78167818308971,false
D28,8,Natalie,Diaz,female,73,small,-34.04710672613829,true
E28,5,Daniela,Rivera,female,75,NULL,27.320955128105435,true
F28,2,Audrey,Jenkins,female,76,large,-10.834381632366174,true
A29,2,Arielle,King,female,79,NULL,-16.823305575887243,true
B29,5,Emily,Patterson,female,84,small,-57.83570502203891,true
C29,8,Aubrey,Allen,female,85,medium,58.43943050052066,true
D29,8,Brielle,Wright,female,86,NULL,-8.101729559307731,true
E29,5,Addison,Walker,female,91,small,-2.6244522202141916,true
F29,2,Savannah,Robinson,female,93,NULL,35.39326745071233,true
A30,1,Lydia,Ross,female,97,medium,27.405872951023348,true
B30,4,Ariana,Richardson,female,99,large,16.61205431134362,true
C30,7,Sadie,Moore,female,58,NULL,45.33941746332367,true
D30,7,Finn,Martinez,male,1,NULL,-17.37161017256797,true
E30,4,Toby,Washington,male,2,small,-0.13150093785646177,true
F30,1,Zane,Lee,male,4,medium,32.18424219578368,true
A31,1,Leo,Young,male,11,medium,-29.02550229392623,false
B31,4,Mia,Roberts,male,12,large,16.851358757196397,false
C31,7,Christopher,Griffin,male,15,medium,-46.47273333872925,false
D31,7,Owen,Murphy,male,15,small,-0.9931703113272012,true
E31,4,Yara,Henderson,male,17,large,15.401618072281394,true
F31,1,Vincent,Stewart,male,19,small,68.13819690687889,true
A32,1,William,Bailey,male,21,large,-36.02467598425824,false
B32,4,Katherine,Baker,male,23,medium,14.606527184547035,false
C32,7,Olivia,Jenkins,male,24,small,1.5287591518550734,false
D32,7,Zane,Perez,male,26,large,50.06577002654201,false
E32,4,Michael,Morgan,male,27,small,21.840074967141298,false
F32,1,Yannick,Ramirez,male,30,large,0.9208046574576052,false
A34,1,Emily,Bailey,male,31,NULL,42.07202522225735,true
B34,4,Grace,Torres,male,33,NULL,-25.378711761570077,true
C34,7,Emily,Mitchell,male,40,large,58.57462796084367,true
D34,7,Oliver,Evans,male,42,medium,-24.91065351769389,false
E34,4,Zara,Watson,male,43,large,-7.233895093269881,false
F34,1,Bob,Sanders,male,44,large,-13.260826409629523,false
A35,1,Isabel,Morris,male,45,medium,39.58028159031531,true
B35,4,Xavier,Torres,male,50,NULL,-63.3060660189761,true
C35,7,Bob,Alexander,male,53,large,-43.99390952139113,true
D35,7,Isabel,Davis,male,54,medium,9.855641996808181,false
E35,4,Christopher,Rogers,male,54,medium,-28.145472768084087,false
F35,1,Henry,Scott,male,55,medium,64.69746080088592,false
A36,1,Mia,Moore,male,59,medium,71.67042053258758,true
B36,4,Emily,Alexander,male,59,small,8.951032510626073,true
C36,7,Simon,Morris,male,64,NULL,5.131559282579892,true
D36,7,Kai,Moore,male,65,small,-28.268675467595934,true
E36,4,Bob,Cox,male,70,NULL,61.72325396652015,true
F36,1,Yara,Smith,male,73,small,4.554300307627365,true
A37,1,Mason,Coleman,male,75,small,32.69432281641171,true
B37,4,Lucy,Johnson,male,80,small,35.792813668003255,true
C37,7,Samuel,Long,male,81,medium,-28.93034939263778,true
D37,7,Yasmine,Washington,male,83,large,-12.455081427106233,false
E37,4,Natalie,Ward,male,84,large,27.544929364772294,false
F37,1,William,Long,male,88,medium,-0.3288229995630836,false
A38,1,Sophia,Hall,male,89,large,25.255157037382673,true
B38,4,Rachel,Miller,male,90,NULL,-13.072173970526443,true
C38,7,Jasmine,Robinson,male,90,small,-27.058651362323413,true
D38,7,Emma,Jackson,male,96,NULL,46.86465104783785,true
E38,4,Benjamin,Washington,male,98,medium,-11.654733905194998,true
F38,1,Kevin,Perez,male,16,large,35.01370967276428,true
